DATA_SOURCE,PRIORITY,CHECK_NAME,TABLE_NAME,DATE,STATUS
Snowflake,L,Corrupt_Hash,Order_Payments,2024-09-15,2
Snowflake,L,Corrupt_Hash,Inventory_Transfers,2024-09-09,1
Snowflake,L,Corrupt_Hash,Inventory_Transfers,2024-09-10,1
Snowflake,L,Corrupt_Hash,Inventory_Transfers,2024-09-11,2
Snowflake,L,Corrupt_Hash,Inventory_Transfers,2024-09-12,1
Snowflake,L,Corrupt_Hash,Inventory_Transfers,2024-09-13,2
Snowflake,L,Corrupt_Hash,Inventory_Transfers,2024-09-14,2
Snowflake,L,Corrupt_Hash,Inventory_Transfers,2024-09-15,2
Snowflake,L,Corrupt_Hash,Supplier_Invoices,2024-09-09,1
Snowflake,L,Corrupt_Hash,Supplier_Invoices,2024-09-10,1
Snowflake,L,Corrupt_Hash,Supplier_Invoices,2024-09-11,2
Snowflake,L,Corrupt_Hash,Supplier_Invoices,2024-09-12,0
Snowflake,L,Corrupt_Hash,Supplier_Invoices,2024-09-13,1
Snowflake,L,Corrupt_Hash,Supplier_Invoices,2024-09-14,1
Snowflake,L,Corrupt_Hash,Supplier_Invoices,2024-09-15,0
Snowflake,L,Corrupt_Hash,Customer_Interactions,2024-09-09,1
Snowflake,L,Corrupt_Hash,Customer_Interactions,2024-09-10,1
Snowflake,L,Corrupt_Hash,Customer_Interactions,2024-09-11,0
Snowflake,L,Corrupt_Hash,Customer_Interactions,2024-09-12,2
Snowflake,L,Corrupt_Hash,Customer_Interactions,2024-09-13,2
Snowflake,L,Corrupt_Hash,Customer_Interactions,2024-09-14,0
Snowflake,L,Corrupt_Hash,Customer_Interactions,2024-09-15,0
Snowflake,L,Corrupt_Hash,Sales_Reports,2024-09-09,1
Snowflake,L,Corrupt_Hash,Sales_Reports,2024-09-10,0
Snowflake,L,Corrupt_Hash,Sales_Reports,2024-09-11,0
Snowflake,L,Corrupt_Hash,Sales_Reports,2024-09-12,0
Snowflake,L,Corrupt_Hash,Sales_Reports,2024-09-13,2
Snowflake,L,Corrupt_Hash,Sales_Reports,2024-09-14,2
Snowflake,L,Corrupt_Hash,Sales_Reports,2024-09-15,0
Snowflake,L,Corrupt_Hash,Marketing_Expenses,2024-09-09,0
Snowflake,L,Corrupt_Hash,Marketing_Expenses,2024-09-10,0
Snowflake,L,Corrupt_Hash,Marketing_Expenses,2024-09-11,1
Snowflake,L,Corrupt_Hash,Marketing_Expenses,2024-09-12,2
Snowflake,L,Corrupt_Hash,Marketing_Expenses,2024-09-13,2
Snowflake,L,Corrupt_Hash,Marketing_Expenses,2024-09-14,1
Snowflake,L,Corrupt_Hash,Marketing_Expenses,2024-09-15,0
Snowflake,L,Corrupt_Hash,Employee_Trainings,2024-09-09,1
Snowflake,L,Corrupt_Hash,Employee_Trainings,2024-09-10,2
Snowflake,L,Corrupt_Hash,Employee_Trainings,2024-09-11,2
Snowflake,L,Corrupt_Hash,Employee_Trainings,2024-09-12,1
Snowflake,L,Corrupt_Hash,Employee_Trainings,2024-09-13,2
Snowflake,L,Corrupt_Hash,Employee_Trainings,2024-09-14,1
Snowflake,L,Corrupt_Hash,Employee_Trainings,2024-09-15,0
Snowflake,L,Corrupt_Hash,Product_Bundles,2024-09-09,2
Snowflake,L,Corrupt_Hash,Product_Bundles,2024-09-10,1
Snowflake,L,Corrupt_Hash,Product_Bundles,2024-09-11,0
Snowflake,L,Corrupt_Hash,Product_Bundles,2024-09-12,0
Snowflake,L,Corrupt_Hash,Product_Bundles,2024-09-13,2
Snowflake,L,Corrupt_Hash,Product_Bundles,2024-09-14,2
Snowflake,L,Corrupt_Hash,Product_Bundles,2024-09-15,2
Snowflake,L,Corrupt_Hash,Order_Processing,2024-09-09,0
Snowflake,L,Corrupt_Hash,Order_Processing,2024-09-10,2
Snowflake,L,Corrupt_Hash,Order_Processing,2024-09-11,2
Snowflake,L,Corrupt_Hash,Order_Processing,2024-09-12,1
Snowflake,L,Corrupt_Hash,Order_Processing,2024-09-13,1
Snowflake,L,Corrupt_Hash,Order_Processing,2024-09-14,2
Snowflake,L,Corrupt_Hash,Order_Processing,2024-09-15,2
Snowflake,L,Corrupt_Hash,Customer_Support_Tickets,2024-09-09,2
Snowflake,L,Corrupt_Hash,Customer_Support_Tickets,2024-09-10,0
Snowflake,L,Corrupt_Hash,Customer_Support_Tickets,2024-09-11,1
Snowflake,L,Corrupt_Hash,Customer_Support_Tickets,2024-09-12,2
Snowflake,L,Corrupt_Hash,Customer_Support_Tickets,2024-09-13,2
Snowflake,L,Corrupt_Hash,Customer_Support_Tickets,2024-09-14,1
Snowflake,L,Corrupt_Hash,Customer_Support_Tickets,2024-09-15,1
Snowflake,M,Duplicates,Customer_Orders,2024-09-09,0
Snowflake,M,Duplicates,Customer_Orders,2024-09-10,0
Snowflake,M,Duplicates,Customer_Orders,2024-09-11,1
Snowflake,M,Duplicates,Customer_Orders,2024-09-12,2
Snowflake,M,Duplicates,Customer_Orders,2024-09-13,2
Snowflake,M,Duplicates,Customer_Orders,2024-09-14,0
Snowflake,M,Duplicates,Customer_Orders,2024-09-15,0
Snowflake,M,Duplicates,Product_Inventory,2024-09-09,0
Snowflake,M,Duplicates,Product_Inventory,2024-09-10,2
Snowflake,M,Duplicates,Product_Inventory,2024-09-11,2
Snowflake,M,Duplicates,Product_Inventory,2024-09-12,1
Snowflake,M,Duplicates,Product_Inventory,2024-09-13,2
Snowflake,M,Duplicates,Product_Inventory,2024-09-14,1
Snowflake,M,Duplicates,Product_Inventory,2024-09-15,1
Snowflake,M,Duplicates,Sales_Transactions,2024-09-09,1
Snowflake,M,Duplicates,Sales_Transactions,2024-09-10,1
Snowflake,M,Duplicates,Sales_Transactions,2024-09-11,2
Snowflake,M,Duplicates,Sales_Transactions,2024-09-12,1
Snowflake,M,Duplicates,Sales_Transactions,2024-09-13,2
Snowflake,M,Duplicates,Sales_Transactions,2024-09-14,0
Snowflake,M,Duplicates,Sales_Transactions,2024-09-15,0
Snowflake,M,Duplicates,Employee_Details,2024-09-09,2
Snowflake,M,Duplicates,Employee_Details,2024-09-10,2
Snowflake,M,Duplicates,Employee_Details,2024-09-11,1
Snowflake,M,Duplicates,Employee_Details,2024-09-12,0
Snowflake,M,Duplicates,Employee_Details,2024-09-13,1
Snowflake,M,Duplicates,Employee_Details,2024-09-14,1
Snowflake,M,Duplicates,Employee_Details,2024-09-15,1
Snowflake,M,Duplicates,Order_Items,2024-09-09,1
Snowflake,M,Duplicates,Order_Items,2024-09-10,2
Snowflake,M,Duplicates,Order_Items,2024-09-11,0
Snowflake,M,Duplicates,Order_Items,2024-09-12,1
Snowflake,M,Duplicates,Order_Items,2024-09-13,0
Snowflake,M,Duplicates,Order_Items,2024-09-14,0
Snowflake,M,Duplicates,Order_Items,2024-09-15,2
Snowflake,M,Duplicates,Supplier_Records,2024-09-09,0
Snowflake,M,Duplicates,Supplier_Records,2024-09-10,1
Snowflake,M,Duplicates,Supplier_Records,2024-09-11,2
Snowflake,M,Duplicates,Supplier_Records,2024-09-12,2
Snowflake,M,Duplicates,Supplier_Records,2024-09-13,1
Snowflake,M,Duplicates,Supplier_Records,2024-09-14,0
Snowflake,M,Duplicates,Supplier_Records,2024-09-15,1
Snowflake,M,Duplicates,Transaction_History,2024-09-09,0
Snowflake,M,Duplicates,Transaction_History,2024-09-10,1
Snowflake,M,Duplicates,Transaction_History,2024-09-11,0
Snowflake,M,Duplicates,Transaction_History,2024-09-12,0
Snowflake,M,Duplicates,Transaction_History,2024-09-13,1
Snowflake,M,Duplicates,Transaction_History,2024-09-14,2
Snowflake,M,Duplicates,Transaction_History,2024-09-15,2
Snowflake,M,Duplicates,Product_Categories,2024-09-09,1
Snowflake,M,Duplicates,Product_Categories,2024-09-10,2
Snowflake,M,Duplicates,Product_Categories,2024-09-11,0
Snowflake,M,Duplicates,Product_Categories,2024-09-12,2
Snowflake,M,Duplicates,Product_Categories,2024-09-13,1
Snowflake,M,Duplicates,Product_Categories,2024-09-14,2
Snowflake,M,Duplicates,Product_Categories,2024-09-15,0
Snowflake,M,Duplicates,Payment_Methods,2024-09-09,2
Snowflake,M,Duplicates,Payment_Methods,2024-09-10,2
Snowflake,M,Duplicates,Payment_Methods,2024-09-11,0
Snowflake,M,Duplicates,Payment_Methods,2024-09-12,2
Snowflake,M,Duplicates,Payment_Methods,2024-09-13,1
Snowflake,M,Duplicates,Payment_Methods,2024-09-14,0
Snowflake,M,Duplicates,Payment_Methods,2024-09-15,2
Snowflake,M,Duplicates,Shipping_Details,2024-09-09,0
Snowflake,M,Duplicates,Shipping_Details,2024-09-10,2
Snowflake,M,Duplicates,Shipping_Details,2024-09-11,2
Snowflake,M,Duplicates,Shipping_Details,2024-09-12,1
Snowflake,M,Duplicates,Shipping_Details,2024-09-13,1
Snowflake,M,Duplicates,Shipping_Details,2024-09-14,2
Snowflake,M,Duplicates,Shipping_Details,2024-09-15,1
Snowflake,M,Duplicates,Customer_Feedback,2024-09-09,2
Snowflake,M,Duplicates,Customer_Feedback,2024-09-10,2
Snowflake,M,Duplicates,Customer_Feedback,2024-09-11,2
Snowflake,M,Duplicates,Customer_Feedback,2024-09-12,1
Snowflake,M,Duplicates,Customer_Feedback,2024-09-13,2
Snowflake,M,Duplicates,Customer_Feedback,2024-09-14,1
Snowflake,M,Duplicates,Customer_Feedback,2024-09-15,0
Snowflake,M,Duplicates,Marketing_Campaigns,2024-09-09,1
Snowflake,M,Duplicates,Marketing_Campaigns,2024-09-10,1
Snowflake,M,Duplicates,Marketing_Campaigns,2024-09-11,1
Snowflake,M,Duplicates,Marketing_Campaigns,2024-09-12,0
Snowflake,M,Duplicates,Marketing_Campaigns,2024-09-13,0
Snowflake,M,Duplicates,Marketing_Campaigns,2024-09-14,2
Snowflake,M,Duplicates,Marketing_Campaigns,2024-09-15,2
Snowflake,M,Duplicates,Product_Reviews,2024-09-09,1
Snowflake,M,Duplicates,Product_Reviews,2024-09-10,1
Snowflake,M,Duplicates,Product_Reviews,2024-09-11,1
Snowflake,M,Duplicates,Product_Reviews,2024-09-12,0
Snowflake,M,Duplicates,Product_Reviews,2024-09-13,0
Snowflake,M,Duplicates,Product_Reviews,2024-09-14,0
Snowflake,M,Duplicates,Product_Reviews,2024-09-15,0
Snowflake,M,Duplicates,Order_Status,2024-09-09,0
Snowflake,M,Duplicates,Order_Status,2024-09-10,2
Snowflake,M,Duplicates,Order_Status,2024-09-11,1
Snowflake,M,Duplicates,Order_Status,2024-09-12,0
Snowflake,M,Duplicates,Order_Status,2024-09-13,2
Snowflake,M,Duplicates,Order_Status,2024-09-14,1
Snowflake,M,Duplicates,Order_Status,2024-09-15,2
Snowflake,M,Duplicates,Inventory_Adjustments,2024-09-09,1
Snowflake,M,Duplicates,Inventory_Adjustments,2024-09-10,1
Snowflake,M,Duplicates,Inventory_Adjustments,2024-09-11,2
Snowflake,M,Duplicates,Inventory_Adjustments,2024-09-12,2
Snowflake,M,Duplicates,Inventory_Adjustments,2024-09-13,1
Snowflake,M,Duplicates,Inventory_Adjustments,2024-09-14,1
Snowflake,M,Duplicates,Inventory_Adjustments,2024-09-15,1
Snowflake,M,Duplicates,Supplier_Contacts,2024-09-09,2
Snowflake,M,Duplicates,Supplier_Contacts,2024-09-10,1
Snowflake,M,Duplicates,Supplier_Contacts,2024-09-11,0
Snowflake,M,Duplicates,Supplier_Contacts,2024-09-12,1
Snowflake,M,Duplicates,Supplier_Contacts,2024-09-13,1
Snowflake,M,Duplicates,Supplier_Contacts,2024-09-14,1
Snowflake,M,Duplicates,Supplier_Contacts,2024-09-15,1
Snowflake,M,Duplicates,Customer_Addresses,2024-09-09,0
Snowflake,M,Duplicates,Customer_Addresses,2024-09-10,0
Snowflake,M,Duplicates,Customer_Addresses,2024-09-11,1
Snowflake,M,Duplicates,Customer_Addresses,2024-09-12,0
Snowflake,M,Duplicates,Customer_Addresses,2024-09-13,2
Snowflake,M,Duplicates,Customer_Addresses,2024-09-14,0
Snowflake,M,Duplicates,Customer_Addresses,2024-09-15,2
Snowflake,M,Duplicates,Employee_Salaries,2024-09-09,0
Snowflake,M,Duplicates,Employee_Salaries,2024-09-10,2
Snowflake,M,Duplicates,Employee_Salaries,2024-09-11,0
Snowflake,M,Duplicates,Employee_Salaries,2024-09-12,1
Snowflake,M,Duplicates,Employee_Salaries,2024-09-13,0
Snowflake,M,Duplicates,Employee_Salaries,2024-09-14,0
Snowflake,M,Duplicates,Employee_Salaries,2024-09-15,0
Snowflake,M,Duplicates,Sales_Regions,2024-09-09,0
Snowflake,M,Duplicates,Sales_Regions,2024-09-10,2
Snowflake,M,Duplicates,Sales_Regions,2024-09-11,1
Snowflake,M,Duplicates,Sales_Regions,2024-09-12,2
Snowflake,M,Duplicates,Sales_Regions,2024-09-13,0
Snowflake,M,Duplicates,Sales_Regions,2024-09-14,2
Snowflake,M,Duplicates,Sales_Regions,2024-09-15,1
Snowflake,M,Duplicates,Product_Manufacturers,2024-09-09,2
Snowflake,M,Duplicates,Product_Manufacturers,2024-09-10,2
Snowflake,M,Duplicates,Product_Manufacturers,2024-09-11,2
Snowflake,M,Duplicates,Product_Manufacturers,2024-09-12,2
Snowflake,M,Duplicates,Product_Manufacturers,2024-09-13,1
Snowflake,M,Duplicates,Product_Manufacturers,2024-09-14,1
Snowflake,M,Duplicates,Product_Manufacturers,2024-09-15,2
Snowflake,M,Duplicates,Order_Returns,2024-09-09,0
Snowflake,M,Duplicates,Order_Returns,2024-09-10,0
Snowflake,M,Duplicates,Order_Returns,2024-09-11,1
Snowflake,M,Duplicates,Order_Returns,2024-09-12,2
Snowflake,M,Duplicates,Order_Returns,2024-09-13,0
Snowflake,M,Duplicates,Order_Returns,2024-09-14,0
Snowflake,M,Duplicates,Order_Returns,2024-09-15,0
Snowflake,M,Duplicates,Shipping_Providers,2024-09-09,1
Snowflake,M,Duplicates,Shipping_Providers,2024-09-10,2
Snowflake,M,Duplicates,Shipping_Providers,2024-09-11,1
Snowflake,M,Duplicates,Shipping_Providers,2024-09-12,0
Snowflake,M,Duplicates,Shipping_Providers,2024-09-13,2
Snowflake,M,Duplicates,Shipping_Providers,2024-09-14,1
Snowflake,M,Duplicates,Shipping_Providers,2024-09-15,2
Snowflake,M,Duplicates,Customer_Referrals,2024-09-09,1
Snowflake,M,Duplicates,Customer_Referrals,2024-09-10,2
Snowflake,M,Duplicates,Customer_Referrals,2024-09-11,2
Snowflake,M,Duplicates,Customer_Referrals,2024-09-12,1
Snowflake,M,Duplicates,Customer_Referrals,2024-09-13,1
Snowflake,M,Duplicates,Customer_Referrals,2024-09-14,0
Snowflake,M,Duplicates,Customer_Referrals,2024-09-15,0
Snowflake,M,Duplicates,Employee_Shifts,2024-09-09,0
Snowflake,M,Duplicates,Employee_Shifts,2024-09-10,0
Snowflake,M,Duplicates,Employee_Shifts,2024-09-11,0
Snowflake,M,Duplicates,Employee_Shifts,2024-09-12,2
Snowflake,M,Duplicates,Employee_Shifts,2024-09-13,0
Snowflake,M,Duplicates,Employee_Shifts,2024-09-14,2
Snowflake,M,Duplicates,Employee_Shifts,2024-09-15,2
Snowflake,M,Duplicates,Product_Discounts,2024-09-09,1
Snowflake,M,Duplicates,Product_Discounts,2024-09-10,2
Snowflake,M,Duplicates,Product_Discounts,2024-09-11,2
Snowflake,M,Duplicates,Product_Discounts,2024-09-12,1
Snowflake,M,Duplicates,Product_Discounts,2024-09-13,1
Snowflake,M,Duplicates,Product_Discounts,2024-09-14,2
Snowflake,M,Duplicates,Product_Discounts,2024-09-15,2
Snowflake,M,Duplicates,Sales_Commissions,2024-09-09,0
Snowflake,M,Duplicates,Sales_Commissions,2024-09-10,2
Snowflake,M,Duplicates,Sales_Commissions,2024-09-11,1
Snowflake,M,Duplicates,Sales_Commissions,2024-09-12,1
Snowflake,M,Duplicates,Sales_Commissions,2024-09-13,1
Snowflake,M,Duplicates,Sales_Commissions,2024-09-14,1
Snowflake,M,Duplicates,Sales_Commissions,2024-09-15,0
Snowflake,M,Duplicates,Order_History,2024-09-09,2
Snowflake,M,Duplicates,Order_History,2024-09-10,2
Snowflake,M,Duplicates,Order_History,2024-09-11,0
Snowflake,M,Duplicates,Order_History,2024-09-12,0
Snowflake,M,Duplicates,Order_History,2024-09-13,1
Snowflake,M,Duplicates,Order_History,2024-09-14,2
Snowflake,M,Duplicates,Order_History,2024-09-15,1
Snowflake,M,Duplicates,Inventory_Levels,2024-09-09,0
Snowflake,M,Duplicates,Inventory_Levels,2024-09-10,1
Snowflake,M,Duplicates,Inventory_Levels,2024-09-11,2
Snowflake,M,Duplicates,Inventory_Levels,2024-09-12,0
Snowflake,M,Duplicates,Inventory_Levels,2024-09-13,1
Snowflake,M,Duplicates,Inventory_Levels,2024-09-14,2
Snowflake,M,Duplicates,Inventory_Levels,2024-09-15,0
Snowflake,M,Duplicates,Supplier_Purchases,2024-09-09,2
Snowflake,M,Duplicates,Supplier_Purchases,2024-09-10,0
Snowflake,M,Duplicates,Supplier_Purchases,2024-09-11,2
Snowflake,M,Duplicates,Supplier_Purchases,2024-09-12,2
Snowflake,M,Duplicates,Supplier_Purchases,2024-09-13,0
Snowflake,M,Duplicates,Supplier_Purchases,2024-09-14,1
Snowflake,M,Duplicates,Supplier_Purchases,2024-09-15,0
Snowflake,M,Duplicates,Product_Attributes,2024-09-09,1
Snowflake,M,Duplicates,Product_Attributes,2024-09-10,1
Snowflake,M,Duplicates,Product_Attributes,2024-09-11,1
Snowflake,M,Duplicates,Product_Attributes,2024-09-12,0
Snowflake,M,Duplicates,Product_Attributes,2024-09-13,1
Snowflake,M,Duplicates,Product_Attributes,2024-09-14,1
Snowflake,M,Duplicates,Product_Attributes,2024-09-15,1
Snowflake,M,Duplicates,Customer_Orders_History,2024-09-09,1
Snowflake,M,Duplicates,Customer_Orders_History,2024-09-10,0
Snowflake,M,Duplicates,Customer_Orders_History,2024-09-11,2
Snowflake,M,Duplicates,Customer_Orders_History,2024-09-12,1
Snowflake,M,Duplicates,Customer_Orders_History,2024-09-13,1
Snowflake,M,Duplicates,Customer_Orders_History,2024-09-14,1
Snowflake,M,Duplicates,Customer_Orders_History,2024-09-15,1
Snowflake,M,Duplicates,Marketing_Leads,2024-09-09,2
Snowflake,M,Duplicates,Marketing_Leads,2024-09-10,0
Snowflake,M,Duplicates,Marketing_Leads,2024-09-11,2
Snowflake,M,Duplicates,Marketing_Leads,2024-09-12,1
Snowflake,M,Duplicates,Marketing_Leads,2024-09-13,2
Snowflake,M,Duplicates,Marketing_Leads,2024-09-14,2
Snowflake,M,Duplicates,Marketing_Leads,2024-09-15,0
Snowflake,M,Duplicates,Sales_Invoices,2024-09-09,0
Snowflake,M,Duplicates,Sales_Invoices,2024-09-10,1
Snowflake,M,Duplicates,Sales_Invoices,2024-09-11,2
Snowflake,M,Duplicates,Sales_Invoices,2024-09-12,2
Snowflake,M,Duplicates,Sales_Invoices,2024-09-13,1
Snowflake,M,Duplicates,Sales_Invoices,2024-09-14,1
Snowflake,M,Duplicates,Sales_Invoices,2024-09-15,2
Snowflake,M,Duplicates,Employee_Performance,2024-09-09,1
Snowflake,M,Duplicates,Employee_Performance,2024-09-10,2
Snowflake,M,Duplicates,Employee_Performance,2024-09-11,2
Snowflake,M,Duplicates,Employee_Performance,2024-09-12,2
Snowflake,M,Duplicates,Employee_Performance,2024-09-13,1
Snowflake,M,Duplicates,Employee_Performance,2024-09-14,2
Snowflake,M,Duplicates,Employee_Performance,2024-09-15,0
Snowflake,M,Duplicates,Product_Stock,2024-09-09,0
Snowflake,M,Duplicates,Product_Stock,2024-09-10,0
Snowflake,M,Duplicates,Product_Stock,2024-09-11,2
Snowflake,M,Duplicates,Product_Stock,2024-09-12,2
Snowflake,M,Duplicates,Product_Stock,2024-09-13,2
Snowflake,M,Duplicates,Product_Stock,2024-09-14,0
Snowflake,M,Duplicates,Product_Stock,2024-09-15,1
Snowflake,M,Duplicates,Order_Packaging,2024-09-09,2
Snowflake,M,Duplicates,Order_Packaging,2024-09-10,2
Snowflake,M,Duplicates,Order_Packaging,2024-09-11,1
Snowflake,M,Duplicates,Order_Packaging,2024-09-12,1
Snowflake,M,Duplicates,Order_Packaging,2024-09-13,1
Snowflake,M,Duplicates,Order_Packaging,2024-09-14,1
Snowflake,M,Duplicates,Order_Packaging,2024-09-15,2
Snowflake,M,Duplicates,Shipping_Labels,2024-09-09,0
Snowflake,M,Duplicates,Shipping_Labels,2024-09-10,2
Snowflake,M,Duplicates,Shipping_Labels,2024-09-11,2
Snowflake,M,Duplicates,Shipping_Labels,2024-09-12,1
Snowflake,M,Duplicates,Shipping_Labels,2024-09-13,1
Snowflake,M,Duplicates,Shipping_Labels,2024-09-14,2
Snowflake,M,Duplicates,Shipping_Labels,2024-09-15,2
Snowflake,M,Duplicates,Customer_Claims,2024-09-09,0
Snowflake,M,Duplicates,Customer_Claims,2024-09-10,2
Snowflake,M,Duplicates,Customer_Claims,2024-09-11,1
Snowflake,M,Duplicates,Customer_Claims,2024-09-12,2
Snowflake,M,Duplicates,Customer_Claims,2024-09-13,2
Snowflake,M,Duplicates,Customer_Claims,2024-09-14,2
Snowflake,M,Duplicates,Customer_Claims,2024-09-15,0
Snowflake,M,Duplicates,Product_Recommendations,2024-09-09,2
Snowflake,M,Duplicates,Product_Recommendations,2024-09-10,0
Snowflake,M,Duplicates,Product_Recommendations,2024-09-11,2
Snowflake,M,Duplicates,Product_Recommendations,2024-09-12,1
Snowflake,M,Duplicates,Product_Recommendations,2024-09-13,2
Snowflake,M,Duplicates,Product_Recommendations,2024-09-14,1
Snowflake,M,Duplicates,Product_Recommendations,2024-09-15,1
Snowflake,M,Duplicates,Order_Payments,2024-09-09,0
Snowflake,M,Duplicates,Order_Payments,2024-09-10,0
Snowflake,M,Duplicates,Order_Payments,2024-09-11,2
Snowflake,M,Duplicates,Order_Payments,2024-09-12,0
Snowflake,M,Duplicates,Order_Payments,2024-09-13,0
Snowflake,M,Duplicates,Order_Payments,2024-09-14,2
Snowflake,M,Duplicates,Order_Payments,2024-09-15,1
Snowflake,M,Duplicates,Inventory_Transfers,2024-09-09,2
Snowflake,M,Duplicates,Inventory_Transfers,2024-09-10,1
Snowflake,M,Duplicates,Inventory_Transfers,2024-09-11,0
Snowflake,M,Duplicates,Inventory_Transfers,2024-09-12,0
Snowflake,M,Duplicates,Inventory_Transfers,2024-09-13,2
Snowflake,M,Duplicates,Inventory_Transfers,2024-09-14,1
Snowflake,M,Duplicates,Inventory_Transfers,2024-09-15,2
Snowflake,M,Duplicates,Supplier_Invoices,2024-09-09,2
Snowflake,M,Duplicates,Supplier_Invoices,2024-09-10,2
Snowflake,M,Duplicates,Supplier_Invoices,2024-09-11,0
Snowflake,M,Duplicates,Supplier_Invoices,2024-09-12,1
Snowflake,M,Duplicates,Supplier_Invoices,2024-09-13,1
Snowflake,M,Duplicates,Supplier_Invoices,2024-09-14,0
Snowflake,M,Duplicates,Supplier_Invoices,2024-09-15,2
Snowflake,M,Duplicates,Customer_Interactions,2024-09-09,2
Snowflake,M,Duplicates,Customer_Interactions,2024-09-10,1
Snowflake,M,Duplicates,Customer_Interactions,2024-09-11,0
Snowflake,M,Duplicates,Customer_Interactions,2024-09-12,1
Snowflake,M,Duplicates,Customer_Interactions,2024-09-13,2
Snowflake,M,Duplicates,Customer_Interactions,2024-09-14,2
Snowflake,M,Duplicates,Customer_Interactions,2024-09-15,2
Snowflake,M,Duplicates,Sales_Reports,2024-09-09,2
Snowflake,M,Duplicates,Sales_Reports,2024-09-10,0
Snowflake,M,Duplicates,Sales_Reports,2024-09-11,1
Snowflake,M,Duplicates,Sales_Reports,2024-09-12,1
Snowflake,M,Duplicates,Sales_Reports,2024-09-13,2
Snowflake,M,Duplicates,Sales_Reports,2024-09-14,2
Snowflake,M,Duplicates,Sales_Reports,2024-09-15,0
Snowflake,M,Duplicates,Marketing_Expenses,2024-09-09,0
Snowflake,M,Duplicates,Marketing_Expenses,2024-09-10,1
Snowflake,M,Duplicates,Marketing_Expenses,2024-09-11,2
Snowflake,M,Duplicates,Marketing_Expenses,2024-09-12,1
Snowflake,M,Duplicates,Marketing_Expenses,2024-09-13,1
Snowflake,M,Duplicates,Marketing_Expenses,2024-09-14,0
Snowflake,M,Duplicates,Marketing_Expenses,2024-09-15,2
Snowflake,M,Duplicates,Employee_Trainings,2024-09-09,1
Snowflake,M,Duplicates,Employee_Trainings,2024-09-10,2
Snowflake,M,Duplicates,Employee_Trainings,2024-09-11,1
Snowflake,M,Duplicates,Employee_Trainings,2024-09-12,2
Snowflake,M,Duplicates,Employee_Trainings,2024-09-13,1
Snowflake,M,Duplicates,Employee_Trainings,2024-09-14,1
Snowflake,M,Duplicates,Employee_Trainings,2024-09-15,0
Snowflake,M,Duplicates,Product_Bundles,2024-09-09,1
Snowflake,M,Duplicates,Product_Bundles,2024-09-10,2
Snowflake,M,Duplicates,Product_Bundles,2024-09-11,2
Snowflake,M,Duplicates,Product_Bundles,2024-09-12,0
Snowflake,M,Duplicates,Product_Bundles,2024-09-13,2
Snowflake,M,Duplicates,Product_Bundles,2024-09-14,1
Snowflake,M,Duplicates,Product_Bundles,2024-09-15,0
Snowflake,M,Duplicates,Order_Processing,2024-09-09,1
Snowflake,M,Duplicates,Order_Processing,2024-09-10,2
Snowflake,M,Duplicates,Order_Processing,2024-09-11,0
Snowflake,M,Duplicates,Order_Processing,2024-09-12,2
Snowflake,M,Duplicates,Order_Processing,2024-09-13,2
Snowflake,M,Duplicates,Order_Processing,2024-09-14,2
Snowflake,M,Duplicates,Order_Processing,2024-09-15,2
Snowflake,M,Duplicates,Customer_Support_Tickets,2024-09-09,2
Snowflake,M,Duplicates,Customer_Support_Tickets,2024-09-10,0
Snowflake,M,Duplicates,Customer_Support_Tickets,2024-09-11,1
Snowflake,M,Duplicates,Customer_Support_Tickets,2024-09-12,0
Snowflake,M,Duplicates,Customer_Support_Tickets,2024-09-13,1
Snowflake,M,Duplicates,Customer_Support_Tickets,2024-09-14,1
Snowflake,M,Duplicates,Customer_Support_Tickets,2024-09-15,0
Snowflake,M,Missing_Downstream,Customer_Orders,2024-09-09,1
Snowflake,M,Missing_Downstream,Customer_Orders,2024-09-10,2
Snowflake,M,Missing_Downstream,Customer_Orders,2024-09-11,2
Snowflake,M,Missing_Downstream,Customer_Orders,2024-09-12,0
Snowflake,M,Missing_Downstream,Customer_Orders,2024-09-13,0
Snowflake,M,Missing_Downstream,Customer_Orders,2024-09-14,1
Snowflake,M,Missing_Downstream,Customer_Orders,2024-09-15,0
Snowflake,M,Missing_Downstream,Product_Inventory,2024-09-09,2
Snowflake,M,Missing_Downstream,Product_Inventory,2024-09-10,1
Snowflake,M,Missing_Downstream,Product_Inventory,2024-09-11,2
Snowflake,M,Missing_Downstream,Product_Inventory,2024-09-12,1
Snowflake,M,Missing_Downstream,Product_Inventory,2024-09-13,2
Snowflake,M,Missing_Downstream,Product_Inventory,2024-09-14,2
Snowflake,M,Missing_Downstream,Product_Inventory,2024-09-15,2
Snowflake,M,Missing_Downstream,Sales_Transactions,2024-09-09,0
Snowflake,M,Missing_Downstream,Sales_Transactions,2024-09-10,1
Snowflake,M,Missing_Downstream,Sales_Transactions,2024-09-11,0
Snowflake,M,Missing_Downstream,Sales_Transactions,2024-09-12,1
Snowflake,M,Missing_Downstream,Sales_Transactions,2024-09-13,1
Snowflake,M,Missing_Downstream,Sales_Transactions,2024-09-14,0
Snowflake,M,Missing_Downstream,Sales_Transactions,2024-09-15,0
Snowflake,M,Missing_Downstream,Employee_Details,2024-09-09,2
Snowflake,M,Missing_Downstream,Employee_Details,2024-09-10,0
Snowflake,M,Missing_Downstream,Employee_Details,2024-09-11,1
